"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
" 7 Street and 68 Avenue SW ","There is an incident involving a pedestrian- EMS on site.","2022/10/10 10:01:05 PM","2022/10/10 10:39:12 PM","SW","-114.08136551895","50.99233371096","1","2022-10-10T22:01:0550.99233371095522-114.08136551895069","POINT (-114.08136551895069 50.99233371095522)"
" Eastbound Memorial Drive and 7 Street NW ","There is an incident involving a pedestrian- EMS on site. Blocking the left lane","2022/10/09 08:31:42 PM","2022/10/09 10:06:11 PM","NW","-114.07774640535","51.05565397995","1","2022-10-09T20:31:4251.055653979946634-114.07774640535196","POINT (-114.07774640535196 51.055653979946634)"
" 44 Street and 17 Avenue SE ","There is an incident involving a pedestrian- EMS on site. Blocking the WB lanes","2022/10/08 05:31:03 PM","2022/10/08 05:52:43 PM","SE","-113.97007975652","51.03790339979","1","2022-10-08T17:31:0351.03790339979385-113.97007975651708","POINT (-113.97007975651708 51.03790339979385)"
" Falconridge Drive and Falsbridge Drive NE ","There is an incident involving a pedestrian- EMS on site.","2022/10/06 01:12:37 PM","2022/10/06 02:23:44 PM","NE","-113.95652720548","51.09969782326","1","2022-10-06T13:12:3751.09969782326198-113.95652720547555","POINT (-113.95652720547555 51.09969782326198)"
" 162 Avenue and 6 Street SW ","There is an incident involving a pedestrian- EMS Dispatched.","2022/10/05 04:27:01 PM","2022/10/05 04:58:36 PM","SW","-114.07644798683","50.90269430278","1","2022-10-05T16:27:0150.90269430278059-114.07644798683118","POINT (-114.07644798683118 50.90269430278059)"
" 52 Street and McKenzie Towne Boulevard SE ","There is an incident involving a pedestrian- EMS on site.","2022/10/05 12:39:07 PM","2022/10/05 01:07:30 PM","SE","-113.95871652707","50.91830077004","1","2022-10-05T12:39:0750.91830077004213-113.95871652706663","POINT (-113.95871652706663 50.91830077004213)"
" Edmonton Trail and 32 Avenue NE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/10/04 09:02:24 PM","2022/10/04 09:03:30 PM","NE","-114.05461025709","51.08150724366","1","2022-10-04T21:02:2451.081507243658855-114.05461025708769","POINT (-114.05461025708769 51.081507243658855)"
" 15 Avenue and Macloed Trail SE ","There is an incident involving a pedestrian- EMS on site.","2022/10/03 09:39:57 PM","2022/10/03 09:41:18 PM","SE","-114.05861577622","51.03843110637","1","2022-10-03T21:39:5751.03843110637286-114.0586157762156","POINT (-114.0586157762156 51.03843110637286)"
" 32 Street and 26 Avenue NE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/10/03 02:38:25 PM","2022/10/03 02:56:26 PM","NE","-113.98865042538","51.07786460324","1","2022-10-03T14:38:2551.077864603244734-113.98865042537803","POINT (-113.98865042537803 51.077864603244734)"
" Bowness Road and 49 Street NW ","There is an incident involving a pedestrian- EMS on site.","2022/10/01 09:00:36 PM","2022/10/01 10:18:55 PM","NW","-114.16682462625","51.07527342289","1","2022-10-01T21:00:3651.07527342289223-114.16682462625307","POINT (-114.16682462625307 51.07527342289223)"
" Castlebrook Road and Castleburry Way NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/30 06:31:32 PM","2022/09/30 06:40:16 PM","NE","-113.9660617963","51.10371647414","1","2022-09-30T18:31:3251.103716474139-113.9660617963036","POINT (-113.9660617963036 51.103716474139)"
" Falconridge Boulevard and Saddletowne Circle NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/30 05:39:47 PM","2022/09/30 06:29:42 PM","NE","-113.94685770564","51.12140127279","1","2022-09-30T17:39:4751.121401272788326-113.94685770564384","POINT (-113.94685770564384 51.121401272788326)"
" Templegreen Drive and Templegreen Road NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/30 05:30:38 PM","2022/09/30 05:40:48 PM","NE","-113.94335864461","51.08845160775","1","2022-09-30T17:30:3851.088451607750706-113.94335864460732","POINT (-113.94335864460732 51.088451607750706)"
" Whitehorn Drive west of 52 Street NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/29 09:51:08 PM","2022/09/29 09:54:51 PM","NE","-113.95897062272","51.08586838516","1","2022-09-29T21:51:0851.08586838516288-113.95897062271648","POINT (-113.95897062271648 51.08586838516288)"
" 26 Avenue and 36 Street NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/29 08:31:35 AM","2022/09/29 09:41:33 AM","NE","-113.98065257274","51.07767333157","1","2022-09-29T08:31:3551.07767333156516-113.9806525727426","POINT (-113.9806525727426 51.07767333156516)"
" Fairmount Drive and Southland Drive SE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/09/28 02:26:55 PM","2022/09/28 04:06:47 PM","NW","-114.0586756626","50.96399381308","1","2022-09-28T14:26:5550.963993813083526-114.05867566260281","POINT (-114.05867566260281 50.963993813083526)"
" Northmount Drive and Calandar Road NW ","There is an incident involving a pedestrian- EMS Dispatched.","2022/09/28 02:09:55 PM","2022/09/28 02:30:15 PM","NW","-114.1009109158","51.08515331561","1","2022-09-28T14:09:5551.0851533156134-114.10091091580038","POINT (-114.10091091580038 51.0851533156134)"
" Old Banff Coach Road and Cougar Ridge Drive SW ","There is an incident involving a pedestrian- EMS on site.","2022/09/27 07:10:32 PM","2022/09/27 08:33:50 PM","SW","-114.21684651056","51.06706203906","1","2022-09-27T19:10:3251.06706203906415-114.2168465105586","POINT (-114.2168465105586 51.06706203906415)"
" Northbound Macleod Trail and 86 Avenue SE ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2022/09/26 04:55:30 PM","2022/09/26 05:16:03 PM","SE","-114.07169293968","50.97590718011","1","2022-09-26T16:55:3050.97590718011312-114.07169293968266","POINT (-114.07169293968266 50.97590718011312)"
" 24 Street and 91 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2022/09/26 04:42:17 PM","2022/09/26 05:23:59 PM","SE","-114.00215421571","50.97101719918","1","2022-09-26T16:42:1750.97101719917535-114.00215421570654","POINT (-114.00215421570654 50.97101719917535)"
" 85 Street and Wentworth Drive SW ","There is an incident involving a pedestrian- EMS on site.","2022/09/26 08:28:17 AM","2022/09/26 09:13:40 AM","SW","-114.21137958104","51.05699538637","1","2022-09-26T08:28:1751.05699538636789-114.21137958103536","POINT (-114.21137958103536 51.05699538636789)"
" Northbound Crowchild Trail and 23 Avenue NW ","There is an incident involving a pedestrian- EMS Dispatched. Blocking the right lane","2022/09/25 10:51:58 PM","2022/09/25 10:54:22 PM","NW","-114.11803342434","51.07101017222","1","2022-09-25T22:51:5851.071010172217406-114.11803342434395","POINT (-114.11803342434395 51.071010172217406)"
" 42 Avenue East of Macleod Trail S ","There is an incident involving a pedestrian- EMS on site.  EB and WB lanes are closed","2022/09/25 10:43:53 PM","2022/09/25 11:37:18 PM","SE","-114.06196380917","51.01593942379","1","2022-09-25T22:43:5351.01593942378618-114.06196380917196","POINT (-114.06196380917196 51.01593942378618)"
" 4 Avenue and 3 Street SE ","There is an incident involving a pedestrian- EMS on site. Blocking the WB and NB left lanes","2022/09/25 04:00:13 PM","2022/09/25 04:01:29 PM","NW","-114.05537749934","51.04908902808","1","2022-09-25T16:00:1351.04908902807687-114.05537749934253","POINT (-114.05537749934253 51.04908902807687)"
" Northbound Macleod Trail at 13 Avenue SE ","There is an incident involving a pedestrian- EMS on site. Blocking the left lane","2022/09/23 09:28:47 AM","2022/09/23 09:31:40 AM","SE","-114.05847673987","51.04034563154","1","2022-09-23T09:28:4751.04034563153795-114.05847673986685","POINT (-114.05847673986685 51.04034563153795)"
" 112 Avenue and 76 Street NW ","There is an incident involving a pedestrian- EMS on site.","2022/09/22 07:20:38 PM","2022/09/22 07:33:17 PM","NW","-114.19657855354","51.15425623589","1","2022-09-22T19:20:3851.15425623588927-114.19657855354146","POINT (-114.19657855354146 51.15425623588927)"
" Northland Drive and 52 Avenue NW ","There is an incident involving a pedestrian- EMS on site.","2022/09/22 04:18:10 PM","2022/09/22 05:34:30 PM","NW","-114.14028853029","51.10080388602","1","2022-09-22T16:18:1051.100803886016294-114.14028853028897","POINT (-114.14028853028897 51.100803886016294)"
" Westwinds Drive and Castleridge Boulevard NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/22 01:45:02 PM","2022/09/22 03:32:03 PM","NE","-113.96788518592","51.10970543616","1","2022-09-22T13:45:0251.1097054361556-113.9678851859213","POINT (-113.9678851859213 51.1097054361556)"
" 60 Street and Cornerstone Avenue NE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/09/21 10:02:06 PM","2022/09/21 10:45:07 PM","NE","-113.94690844472","51.16099340455","1","2022-09-21T22:02:0651.16099340455262-113.94690844472034","POINT (-113.94690844472034 51.16099340455262)"
" 84 Street and 17 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2022/09/21 08:20:18 AM","2022/09/21 09:28:14 AM","SE","-113.9120593341","51.03784420855","1","2022-09-21T08:20:1851.037844208548954-113.91205933410296","POINT (-113.91205933410296 51.037844208548954)"
" 4 Avenue and 5 Street SW ","There is an incident involving a pedestrian- EMS on site.","2022/09/21 06:43:02 AM","2022/09/21 08:09:14 AM","SW","-114.07357506393","51.04963437511","1","2022-09-21T06:43:0251.04963437510529-114.07357506393001","POINT (-114.07357506393001 51.04963437510529)"
" 25 Avenue and Erlton Street SW ","There is an incident involving a pedestrian- EMS on site.","2022/09/20 05:09:27 PM","2022/09/20 06:01:45 PM","SW","-114.06259720109","51.03047149479","1","2022-09-20T17:09:2751.03047149478677-114.06259720108912","POINT (-114.06259720108912 51.03047149478677)"
" 10 Avenue west of 14 Street SW ","There is an incident involving a pedestrian- EMS on site.","2022/09/20 02:17:41 PM","2022/09/20 03:39:30 PM","SW","-114.09476137912","51.04420981709","1","2022-09-20T14:17:4151.04420981709178-114.09476137911686","POINT (-114.09476137911686 51.04420981709178)"
" Saddletowne Ci and Martindale Drive NE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/09/19 03:55:57 AM","2022/09/19 03:56:40 AM","NE","-113.94828708217","51.12400072087","1","2022-09-19T03:55:5751.124000720870015-113.94828708217187","POINT (-113.94828708217187 51.124000720870015)"
" Eastbound 17 Avenue at 36 Street SE ","There is an incident involving a pedestrian- EMS on site. Blocking the EB left lane and 36 St between 16 and 17 Ave SE closed","2022/09/18 09:35:56 AM","2022/09/18 03:01:09 PM","NW","-113.98168340998","51.03774856375","1","2022-09-18T09:35:5651.0377485637501-113.9816834099847","POINT (-113.9816834099847 51.0377485637501)"
" Richardson Road and Richardson Wy SW ","There is an incident involving a pedestrian- EMS on site.","2022/09/17 06:09:55 PM","2022/09/17 07:10:59 PM","SW","-114.13668369729","51.01351168954","1","2022-09-17T18:09:5551.01351168954418-114.13668369728644","POINT (-114.13668369728644 51.01351168954418)"
" Eastbound 17 Avenue and 60 Street SE ","There is an incident involving a pedestrian- EMS on site. All EB lanes are blocked","2022/09/16 08:33:08 PM","2022/09/16 09:53:32 PM","SE","-113.94696352785","51.03791425409","1","2022-09-16T20:33:0851.037914254090325-113.94696352785026","POINT (-113.94696352785026 51.037914254090325)"
" 12 Avenue and Centre Street S ","There is an incident involving a pedestrian- EMS on site.","2022/09/13 08:58:35 PM","2022/09/13 09:07:27 PM","SW","-114.06329770755","51.04142665339","1","2022-09-13T20:58:3551.04142665339156-114.06329770755448","POINT (-114.06329770755448 51.04142665339156)"
" 26 Avenue and 29 Street SW ","There is an incident involving a pedestrian- EMS on site.","2022/09/12 03:46:20 PM","2022/09/12 05:24:40 PM","SW","-114.12956920802","51.03005261734","1","2022-09-12T15:46:2051.0300526173405-114.12956920802299","POINT (-114.12956920802299 51.0300526173405)"
" Northbound 36 Street and Whitehorn Drive NE ","There is an incident involving a pedestrian- EMS on site. The left lane is closed NB, and the left turn lane is closed SB","2022/09/12 01:53:29 PM","2022/09/12 04:09:25 PM","NE","-113.98196350279","51.0849655173","1","2022-09-12T13:53:2951.08496551729619-113.98196350279325","POINT (-113.98196350279325 51.08496551729619)"
" Northbound 36 Street and Whitehorn Drive NE ","There is an incident involving a pedestrian- EMS on site. The road is closed NB","2022/09/12 01:53:29 PM","2022/09/12 02:00:08 PM","NE","-113.98154224152","51.0854880211","1","2022-09-12T13:53:2951.08548802109606-113.98154224152185","POINT (-113.98154224152185 51.08548802109606)"
" Falconridge Boulevard and Falworth Road NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/10 03:55:27 PM","2022/09/10 04:12:55 PM","NE","-113.95615507341","51.10293072063","1","2022-09-10T15:55:2751.10293072063497-113.9561550734143","POINT (-113.9561550734143 51.10293072063497)"
" Cityscape Ps and Cityscape Drive NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/09 07:31:45 PM","2022/09/09 08:04:16 PM","NE","-113.96226163709","51.15228551432","1","2022-09-09T19:31:4551.15228551431793-113.96226163708543","POINT (-113.96226163708543 51.15228551431793)"
" Northbound 10 Street and 13 Avenue NW ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2022/09/07 02:28:33 PM","2022/09/07 02:39:44 PM","NW","-114.08447576234","51.06390546167","1","2022-09-07T14:28:3351.0639054616662-114.08447576234217","POINT (-114.08447576234217 51.0639054616662)"
" 15 Avenue east of 14 Street SW ","There is an incident involving a pedestrian- EMS on site.","2022/09/06 12:09:15 PM","2022/09/06 12:43:14 PM","SW","-114.09380574315","51.03945807202","1","2022-09-06T12:09:1551.03945807201615-114.09380574315115","POINT (-114.09380574315115 51.03945807201615)"
" Churchill Drive and Heritage Drive SW ","There is an incident involving a pedestrian- EMS on site. Blocking the WB left lane","2022/09/03 05:08:22 PM","2022/09/03 05:39:58 PM","SW","-114.09166939735","50.97957005647","1","2022-09-03T17:08:2250.97957005647015-114.0916693973521","POINT (-114.0916693973521 50.97957005647015)"
" Maitland Gate and Maitland Cr NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/03 02:42:15 AM","2022/09/03 03:15:39 AM","NE","-113.93800801753","51.06623241814","1","2022-09-03T02:42:1551.06623241814497-113.93800801752731","POINT (-113.93800801752731 51.06623241814497)"
" Cornerbrook Gate and Country Hills Boulevard NE ","There is an incident involving a pedestrian- EMS on site.","2022/09/01 07:57:10 PM","2022/09/01 07:58:13 PM","NE","-113.9337524307","51.15420380152","1","2022-09-01T19:57:1051.15420380152059-113.93375243070005","POINT (-113.93375243070005 51.15420380152059)"
" Northbound 52 Street and Madigan Drive NE ","There is an incident involving a pedestrian- EMS on site. Blocking multiple lanes","2022/09/01 06:21:40 PM","2022/09/01 06:23:56 PM","NE","-113.95850095135","51.06218695339","1","2022-09-01T18:21:4051.06218695339385-113.95850095135037","POINT (-113.95850095135037 51.06218695339385)"
" Southbound Stoney Trail approaching Country Hills Boulevard NE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/08/31 06:52:27 AM","2022/08/31 08:24:23 AM","NE","-113.92115188973","51.16053776231","1","2022-08-31T06:52:2751.16053776231084-113.92115188973112","POINT (-113.92115188973112 51.16053776231084)"
" Marlborough WY and Marlborough Drive NE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/08/29 09:12:35 AM","2022/08/29 09:34:24 AM","NE","-113.97507761236","51.0595121905","1","2022-08-29T09:12:3551.059512190500655-113.97507761235896","POINT (-113.97507761235896 51.059512190500655)"
" 12 Avenue approaching 6 Street SW ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2022/08/27 03:56:14 AM","2022/08/27 04:04:56 AM","SW","-114.07783594134","51.04184416904","1","2022-08-27T03:56:1451.04184416903852-114.0778359413385","POINT (-114.0778359413385 51.04184416903852)"
" 6 Avenue at 4 Street SW ","There is an incident involving a pedestrian- EMS on site. The road is closed WB at 3 St SW","2022/08/27 02:06:48 AM","2022/08/27 03:09:46 AM","SW","-114.07147910086","51.04768868028","1","2022-08-27T02:06:4851.04768868028355-114.07147910086277","POINT (-114.07147910086277 51.04768868028355)"
" 2 Avenue and Centre Street S ","There is an incident involving a pedestrian- EMS Dispatched.","2022/08/24 05:34:39 PM","2022/08/24 06:13:50 PM","SW","-114.0626241774","51.05122672274","1","2022-08-24T17:34:3951.05122672274141-114.06262417740123","POINT (-114.06262417740123 51.05122672274141)"
" Westbound 4 Avenue and 9 Street SW ","There is an incident involving a pedestrian- EMS on site. Blocking the left lane","2022/08/23 09:22:21 PM","2022/08/23 09:23:19 PM","SW","-114.08347289021","51.04989867599","1","2022-08-23T21:22:2151.04989867598871-114.08347289021128","POINT (-114.08347289021128 51.04989867598871)"
" 11 Avenue and 12 Street SE ","There is an incident involving a pedestrian- EMS on site.","2022/08/23 12:21:02 AM","2022/08/23 12:54:15 AM","SE","-114.03587247349","51.03975801635","1","2022-08-23T00:21:0251.03975801635378-114.03587247349417","POINT (-114.03587247349417 51.03975801635378)"
" 17 Avenue and 4 Street SW ","There is an incident involving a pedestrian- EMS Dispatched.","2022/08/21 01:44:07 AM","2022/08/21 01:45:33 AM","SW","-114.07148204062","51.03783053229","1","2022-08-21T01:44:0751.037830532286776-114.07148204062314","POINT (-114.07148204062314 51.037830532286776)"
" Memorial Drive and Madigan Drive NE ","There is an incident involving a pedestrian- EMS on site.","2022/08/20 08:57:27 PM","2022/08/20 08:58:49 PM","NE","-113.94183702039","51.05271341084","1","2022-08-20T20:57:2751.052713410838614-113.94183702039466","POINT (-113.94183702039466 51.052713410838614)"
" 29 Street and Hospital Drive NW ","There is an incident involving a pedestrian- EMS on site.","2022/08/18 07:56:57 AM","2022/08/18 12:36:56 PM","NW","-114.13072481921","51.0645595928","1","2022-08-18T07:56:5751.06455959279984-114.1307248192139","POINT (-114.1307248192139 51.06455959279984)"
" Bow Trail and 26 Street SW ","There is an incident involving a pedestrian- EMS on site. The intersection is closed","2022/08/18 01:01:29 AM","2022/08/18 02:34:20 AM","SW","-114.12364276371","51.04150721622","1","2022-08-18T01:01:2951.0415072162228-114.1236427637074","POINT (-114.1236427637074 51.0415072162228)"
" Southbound Macleod Trail and 71 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2022/08/17 11:55:21 AM","2022/08/17 12:01:33 PM","SE","-114.07163644669","50.98962821306","1","2022-08-17T11:55:2150.98962821305766-114.07163644669397","POINT (-114.07163644669397 50.98962821305766)"
" Southbound Macleod Trail and Hull Avenue SW ","There is an incident involving a pedestrian- EMS on site. The road is closed southbound","2022/08/17 11:55:21 AM","2022/08/17 01:24:51 PM","SW","-114.07169293968","50.97590718011","1","2022-08-17T11:55:2150.97590718011312-114.07169293968266","POINT (-114.07169293968266 50.97590718011312)"
" Southbound Macleod Trail and 90 Avenue SE ","There is an incident involving a pedestrian- EMS on site. The road is closed southbound","2022/08/17 11:55:21 AM","2022/08/17 12:18:23 PM","SE","-114.07169998298","50.97225109621","1","2022-08-17T11:55:2150.97225109621091-114.0716999829813","POINT (-114.0716999829813 50.97225109621091)"
" 2 Street and 18 Avenue SW ","There is an incident involving a pedestrian- EMS on site.","2022/08/17 07:54:14 AM","2022/08/17 07:55:11 AM","SW","-114.06858325986","51.03713709227","1","2022-08-17T07:54:1451.03713709226621-114.06858325986416","POINT (-114.06858325986416 51.03713709226621)"
" 10 Avenue and 7 Street SW ","There is an incident involving a pedestrian- EMS Dispatched.","2022/08/14 03:16:28 AM","2022/08/14 03:20:26 AM","SW","-114.07893935334","51.0437700197","1","2022-08-14T03:16:2851.043770019702-114.07893935334158","POINT (-114.07893935334158 51.043770019702)"
" Old Banff Coach Road and Coachway Road SW ","There is an incident involving a pedestrian- EMS on site.","2022/08/13 07:25:37 PM","2022/08/13 07:26:38 PM","SW","-114.18278380362","51.06103908148","1","2022-08-13T19:25:3751.06103908148352-114.18278380362214","POINT (-114.18278380362214 51.06103908148352)"
" 112 Avenue and Royal Vista Drive NW ","There is an incident involving a pedestrian- EMS on site.","2022/08/13 04:14:16 PM","2022/08/13 04:17:59 PM","NW","-114.20913002704","51.1521076256","1","2022-08-13T16:14:1651.152107625601175-114.20913002704273","POINT (-114.20913002704273 51.152107625601175)"
" 17 Avenue and 44 Street NW ","There is an incident involving a pedestrian- EMS Dispatched.","2022/08/12 05:20:12 PM","2022/08/12 06:08:10 PM","NW","-114.15843214523","51.06967516698","1","2022-08-12T17:20:1251.06967516697576-114.15843214523349","POINT (-114.15843214523349 51.06967516697576)"
" 5 Avenue and Macleod Trail SE ","There is an incident involving a pedestrian- EMS on site. 5 Ave closed EB at 1 St SE The NB thru lanes are blocked","2022/08/09 03:39:49 PM","2022/08/09 08:17:26 PM","SE","-114.05790837957","51.04824968925","1","2022-08-09T15:39:4951.04824968924914-114.05790837957332","POINT (-114.05790837957332 51.04824968924914)"
" Coach Hill Road and Coach Side Road SW ","There is an incident involving a pedestrian- EMS on site.","2022/08/08 09:27:52 AM","2022/08/08 11:05:52 AM","SW","-114.17981004292","51.05681843522","1","2022-08-08T09:27:5251.056818435215895-114.17981004292324","POINT (-114.17981004292324 51.056818435215895)"
" Northbound Macleod Trail at 14 Avenue SE ","There is an incident involving a pedestrian- EMS on site. Blocking the left lane","2022/08/07 10:49:09 AM","2022/08/07 10:57:11 AM","SE","-114.05854555841","51.03939780864","1","2022-08-07T10:49:0951.03939780863501-114.05854555841243","POINT (-114.05854555841243 51.03939780863501)"
" 36 Street and 12 Avenue NE ","There is an incident involving a pedestrian- EMS on site. Blocking the SB right lanes and WB lanes","2022/08/05 10:40:42 PM","2022/08/06 12:20:06 AM","NE","-113.98231099454","51.06265406335","1","2022-08-05T22:40:4251.06265406334582-113.982310994537","POINT (-113.982310994537 51.06265406334582)"
" Southbound Macleod Trail at  61 Avenue SW ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2022/08/05 05:19:05 PM","2022/08/05 05:29:06 PM","SW","-114.07167772322","50.9977463489","1","2022-08-05T17:19:0550.99774634889705-114.07167772322305","POINT (-114.07167772322305 50.99774634889705)"
" 8 Avenue and 68 Street NE ","There is an incident involving a pedestrian- EMS on site.","2022/08/03 06:09:10 PM","2022/08/03 06:29:30 PM","NW","-113.93503185092","51.05962273871","1","2022-08-03T18:09:1051.05962273870883-113.93503185092393","POINT (-113.93503185092393 51.05962273870883)"
" Eastbound 90 Avenue and Bay Ridge Drive SW ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2022/08/03 04:38:48 PM","2022/08/03 05:09:23 PM","SW","-114.10911595177","50.97217197515","1","2022-08-03T16:38:4850.97217197515163-114.10911595176938","POINT (-114.10911595176938 50.97217197515163)"
" Dover Ridge Drive and 36 Street SE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/08/02 08:16:17 AM","2022/08/02 08:49:46 AM","NW","-113.98171020428","51.0211158098","1","2022-08-02T08:16:1751.021115809801216-113.98171020428114","POINT (-113.98171020428114 51.021115809801216)"
" Marlborough Drive and Marlborough Wy NE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/08/01 07:31:55 PM","2022/08/01 07:32:45 PM","NE","-113.97507761236","51.0595121905","1","2022-08-01T19:31:5551.059512190500655-113.97507761235896","POINT (-113.97507761235896 51.059512190500655)"
" 2 Avenue and 9a Street NW ","There is an incident involving a pedestrian- EMS Dispatched.","2022/07/31 12:45:00 PM","2022/07/31 12:48:14 PM","NW","-114.08451124978","51.05424742786","1","2022-07-31T12:45:0051.05424742786059-114.0845112497845","POINT (-114.0845112497845 51.05424742786059)"
" 10 Avenue and 2 Street SW ","There is an incident involving a pedestrian- EMS Dispatched.","2022/07/26 12:28:41 PM","2022/07/26 02:21:00 PM","SW","-114.06812657815","51.04346496852","1","2022-07-26T12:28:4151.04346496851717-114.0681265781543","POINT (-114.0681265781543 51.04346496851717)"
" Northbound 8 Street at 10 Avenue SW ","There is an incident involving a pedestrian- EMS Dispatched. Blocking the right lane","2022/07/23 11:15:03 AM","2022/07/23 11:19:00 AM","SW","-114.08138246686","51.04370748358","1","2022-07-23T11:15:0351.04370748357883-114.08138246685576","POINT (-114.08138246685576 51.04370748357883)"
" Southbound 10 Street and 2 Avenue NW ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2022/07/18 09:25:48 PM","2022/07/18 09:30:52 PM","NW","-114.08590286541","51.05405043751","1","2022-07-18T21:25:4851.05405043751202-114.08590286540931","POINT (-114.08590286540931 51.05405043751202)"
" Southbound 14 Street and Cornell Pl NW ","There is an incident involving a pedestrian- EMS on site.  Blocking the right lane","2022/07/18 03:05:29 PM","2022/07/18 04:29:56 PM","NW","-114.09472541675","51.08481139948","1","2022-07-18T15:05:2951.08481139948088-114.09472541674663","POINT (-114.09472541674663 51.08481139948088)"
" Northbound Deerfoot Trail and Airport Trail NE ","There is an incident involving a pedestrian- EMS on site.","2022/07/16 07:50:12 AM","2022/07/16 08:45:07 AM","NE","-114.03516956749","51.14110418159","1","2022-07-16T07:50:1251.14110418158605-114.03516956749385","POINT (-114.03516956749385 51.14110418158605)"
" Southbound Macleod Trail and 94 Avenue SE ","There is an incident involving a pedestrian- EMS on site. Macleod Tr closed, use alternate route","2022/07/16 01:21:56 AM","2022/07/16 02:58:45 AM","SE","-114.07197984497","50.96916893415","1","2022-07-16T01:21:5650.96916893415442-114.07197984497408","POINT (-114.07197984497408 50.96916893415442)"
" 30 Street and 66 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2022/07/14 04:14:19 PM","2022/07/14 04:50:14 PM","NW","-113.98433842421","50.99391874855","1","2022-07-14T16:14:1950.99391874854755-113.98433842420845","POINT (-113.98433842420845 50.99391874854755)"
" 8 Avenue at 10 Street SW ","There is an incident involving a pedestrian- EMS Dispatched. Blocking the WB lane","2022/07/12 06:46:38 PM","2022/07/12 07:02:28 PM","SW","-114.08616184941","51.04618783181","1","2022-07-12T18:46:3851.04618783180694-114.08616184941279","POINT (-114.08616184941279 51.04618783180694)"
" 8 Avenue and Edmonton Trail NE ","There is an incident involving a pedestrian- EMS on site.","2022/07/11 01:25:51 PM","2022/07/11 02:01:14 PM","NE","-114.05435568447","51.05973603184","1","2022-07-11T13:25:5151.05973603184022-114.05435568447149","POINT (-114.05435568447149 51.05973603184022)"
" Cemetery Road and Spiller Road SE ","There is an incident involving a pedestrian- EMS on site.","2022/07/10 09:25:49 PM","2022/07/10 10:42:21 PM","SE","-114.05458078367","51.02769291385","1","2022-07-10T21:25:4951.02769291385146-114.05458078367384","POINT (-114.05458078367384 51.02769291385146)"
" Saddlemont Boulevard and Saddlemead Road NE ","There is an incident involving a pedestrian- EMS on site.","2022/07/10 02:27:52 PM","2022/07/10 03:36:13 PM","NE","-113.94430926553","51.1265033995","1","2022-07-10T14:27:5251.126503399498745-113.94430926553218","POINT (-113.94430926553218 51.126503399498745)"
" 16 Avenue and 47 Street SE ","There is an incident involving a pedestrian- EMS Dispatched.","2022/07/10 05:46:13 AM","2022/07/10 08:13:09 AM","SE","-113.9657549024","51.03939181297","1","2022-07-10T05:46:1351.0393918129656-113.96575490240487","POINT (-113.96575490240487 51.0393918129656)"
" Southbound 14 Street and Colborne Cr SW ","There is an incident involving a pedestrian- EMS on site.","2022/07/08 04:16:23 PM","2022/07/08 04:52:32 PM","SW","-114.09468921413","51.03427261246","1","2022-07-08T16:16:2351.03427261245867-114.0946892141348","POINT (-114.0946892141348 51.03427261245867)"
" 10 Avenue and 1 Street SW ","There is an incident involving a pedestrian- EMS on site.","2022/07/08 04:10:33 PM","2022/07/08 04:52:32 PM","SW","-114.06566159705","51.04339518061","1","2022-07-08T16:10:3351.043395180614674-114.06566159704762","POINT (-114.06566159704762 51.043395180614674)"
" 50 Avenue and 8 Street SW ","There is an incident involving a pedestrian- EMS on site.","2022/07/07 01:16:22 PM","2022/07/07 02:01:25 PM","SW","-114.08602067287","51.00375336488","1","2022-07-07T13:16:2251.00375336487897-114.08602067287318","POINT (-114.08602067287318 51.00375336487897)"
