INCIDENT INFO,START_DT,QUADRANT,Longitude,Latitude,DESCRIPTION_CLEAN
 29 Street and Hospital Drive NW ,2022-08-18 07:56:57,NW,-114.13072481921,51.0645595928,Pedestrian incident - EMS on site
 Bow Trail and 26 Street SW ,2022-08-18 01:01:29,SW,-114.12364276371,51.04150721622,Pedestrian incident - EMS on site
 Southbound Macleod Trail and 71 Avenue SE ,2022-08-17 11:55:21,SW,-114.07163644669,50.98962821306,Pedestrian incident - EMS on site
 Southbound Macleod Trail and Hull Avenue SW ,2022-08-17 11:55:21,SW,-114.07169293968,50.97590718011,Pedestrian incident - EMS on site
 Southbound Macleod Trail and 90 Avenue SE ,2022-08-17 11:55:21,SW,-114.07169998298,50.97225109621,Pedestrian incident - EMS on site
 2 Street and 18 Avenue SW ,2022-08-17 07:54:14,SE,-114.06858325986,51.03713709227,Pedestrian incident - EMS on site
 10 Avenue and 7 Street SW ,2022-08-14 03:16:28,SW,-114.07893935334,51.0437700197,Pedestrian incident - EMS dispatched
 Old Banff Coach Road and Coachway Road SW ,2022-08-13 19:25:37,NW,-114.18278380362,51.06103908148,Pedestrian incident - EMS on site
 112 Avenue and Royal Vista Drive NW ,2022-08-13 16:14:16,NW,-114.20913002704,51.1521076256,Pedestrian incident - EMS on site
 17 Avenue and 44 Street NW ,2022-08-12 17:20:12,NW,-114.15843214523,51.06967516698,Pedestrian incident - EMS dispatched
 5 Avenue and Macleod Trail SE ,2022-08-09 15:39:49,NE,-114.05790837957,51.04824968925,Pedestrian incident - EMS on site
 Coach Hill Road and Coach Side Road SW ,2022-08-08 09:27:52,NW,-114.17981004292,51.05681843522,Pedestrian incident - EMS on site
 Northbound Macleod Trail at 14 Avenue SE ,2022-08-07 10:49:09,SE,-114.05854555841,51.03939780864,Pedestrian incident - EMS on site
 36 Street and 12 Avenue NE ,2022-08-05 22:40:42,NE,-113.98231099454,51.06265406335,Pedestrian incident - EMS on site
 Southbound Macleod Trail at  61 Avenue SW ,2022-08-05 17:19:05,SW,-114.07167772322,50.9977463489,Pedestrian incident - EMS on site
 8 Avenue and 68 Street NE ,2022-08-03 18:09:10,NE,-113.93503185092,51.05962273871,Pedestrian incident - EMS on site
 Eastbound 90 Avenue and Bay Ridge Drive SW ,2022-08-03 16:38:48,SW,-114.10911595177,50.97217197515,Pedestrian incident - EMS on site
 Dover Ridge Drive and 36 Street SE ,2022-08-02 08:16:17,SE,-113.98171020428,51.0211158098,Pedestrian incident - EMS dispatched
 Marlborough Drive and Marlborough Wy NE ,2022-08-01 19:31:55,NE,-113.97507761236,51.0595121905,Pedestrian incident - EMS dispatched
 2 Avenue and 9a Street NW ,2022-07-31 12:45:00,NW,-114.08451124978,51.05424742786,Pedestrian incident - EMS dispatched
 10 Avenue and 2 Street SW ,2022-07-26 12:28:41,SE,-114.06812657815,51.04346496852,Pedestrian incident - EMS dispatched
 Northbound 8 Street at 10 Avenue SW ,2022-07-23 11:15:03,SW,-114.08138246686,51.04370748358,Pedestrian incident - EMS dispatched
 Southbound 10 Street and 2 Avenue NW ,2022-07-18 21:25:48,NW,-114.08590286541,51.05405043751,Pedestrian incident - EMS on site
 Southbound 14 Street and Cornell Pl NW ,2022-07-18 15:05:29,NW,-114.09472541675,51.08481139948,Pedestrian incident - EMS on site
 Northbound Deerfoot Trail and Airport Trail NE ,2022-07-16 07:50:12,NE,-114.03516956749,51.14110418159,Pedestrian incident - EMS on site
 Southbound Macleod Trail and 94 Avenue SE ,2022-07-16 01:21:56,SW,-114.07197984497,50.96916893415,Pedestrian incident - EMS on site
 30 Street and 66 Avenue SE ,2022-07-14 16:14:19,SE,-113.98433842421,50.99391874855,Pedestrian incident - EMS on site
 8 Avenue at 10 Street SW ,2022-07-12 18:46:38,NW,-114.08616184941,51.04618783181,Pedestrian incident - EMS dispatched
 8 Avenue and Edmonton Trail NE ,2022-07-11 13:25:51,NE,-114.05435568447,51.05973603184,Pedestrian incident - EMS on site
 Cemetery Road and Spiller Road SE ,2022-07-10 21:25:49,SE,-114.05458078367,51.02769291385,Pedestrian incident - EMS on site
 Saddlemont Boulevard and Saddlemead Road NE ,2022-07-10 14:27:52,NE,-113.94430926553,51.1265033995,Pedestrian incident - EMS on site
 16 Avenue and 47 Street SE ,2022-07-10 05:46:13,SE,-113.9657549024,51.03939181297,Pedestrian incident - EMS dispatched
 Southbound 14 Street and Colborne Cr SW ,2022-07-08 16:16:23,SW,-114.09468921413,51.03427261246,Pedestrian incident - EMS on site
 10 Avenue and 1 Street SW ,2022-07-08 16:10:33,SE,-114.06566159705,51.04339518061,Pedestrian incident - EMS on site
 50 Avenue and 8 Street SW ,2022-07-07 13:16:22,SW,-114.08602067287,51.00375336488,Pedestrian incident - EMS on site
 39 Avenue and Macleod Trail SE ,2022-07-05 16:50:31,SE,-114.06240923744,51.01853201813,Pedestrian incident - EMS on site
 17 Avenue and 36 Street SE ,2022-07-02 15:09:42,SE,-113.98168340998,51.03774856375,Pedestrian incident - EMS on site
 Memorial Drive at 9 Street NE ,2022-06-30 23:04:24,NE,-114.04038703207,51.04925266907,Pedestrian incident - EMS on site
 15 Avenue and 12 Street SW ,2022-06-30 22:08:45,SW,-114.09157818268,51.03937677344,Pedestrian incident - EMS dispatched
 Cityscape Drive and Cityside Road NE ,2022-06-22 17:04:54,NE,-113.96645745103,51.14633443773,Pedestrian incident - EMS on site
Eastbound 32 Avenue 36 Street NE,2022-06-19 17:00:00,NE,-113.9814639,51.05247848,Pedestrian incident - EMS dispatched
14 Street and 64 Avenue NW,2022-06-18 11:14:00,NW,-114.0835723,51.10912784,Pedestrian incident - EMS on site
Centre Street and 41 Avenue NE,2022-06-16 16:20:00,NE,-114.0624318,51.0896317,Pedestrian incident - EMS on site
36 Street and 8 Avenue NE,2022-06-16 15:42:00,NE,-113.9819203,51.05952927,Pedestrian incident - EMS on site
Macleod Trail and 9 Avenue SE,2022-06-16 10:01:00,SE,-114.0581785,51.04447099,Pedestrian incident - EMS on site
64 Avenue and Falconridge Boulevard NE,2022-06-15 19:37:00,NE,-113.9473403,51.11068937,Pedestrian incident - EMS on site
1 Street and 10 Avenue SW,2022-06-11 01:43:00,SE,-114.0656616,51.04339518,Pedestrian incident - EMS dispatched
19 Avenue and 40 Street SE,2022-06-10 20:18:00,SE,-113.9757477,51.03627964,Pedestrian incident - EMS on site
11 Avenue and 14 Street SW,2022-06-09 16:38:00,SW,-114.0942851,51.04300621,Pedestrian incident - EMS on site
37 Street at 13 Avenue SW,2022-06-08 17:49:00,SW,-114.1411234,51.04150998,Pedestrian incident - EMS on site
Manora Place and Madigan Drive NE,2022-06-08 13:10:00,NE,-113.9551327,51.0622659,Pedestrian incident - EMS on site
Sable Drive and Redwood Crescent SE,2022-06-08 07:56:00,SE,-113.9868037,51.03304995,Pedestrian incident - EMS on site
43 Street and 14 Avenue SE,2022-06-07 13:14:00,SE,-113.9714352,51.04093634,Pedestrian incident - EMS dispatched
8A Street and 34 Avenue SW,2022-06-06 11:36:00,SW,-114.085207,51.02328346,Pedestrian incident - EMS on site
Westbound 58 Avenue at Macleod Trail SW,2022-06-02 18:45:00,SW,-114.0717123,51.00132867,Pedestrian incident - EMS on site
Westwinds Drive east of Castleridge Boulevard NE,2022-06-02 18:29:00,NE,-113.9700053,51.10897146,Pedestrian incident - EMS dispatched
Southbound Macleod Trail at 53 Avenue SW,2022-06-02 18:12:00,SE,-114.0699068,51.00561332,Pedestrian incident - EMS on site
14 Street and 23 Avenue SW,2022-06-02 17:53:00,SW,-114.0946887,51.03323582,Pedestrian incident - EMS dispatched
Saddletowne Circle and Saddlemont Boulevard NE,2022-06-01 12:59:00,NE,-113.9449446,51.12614106,Pedestrian incident - EMS on site
32 Avenue and 48 Street NW,2022-05-31 16:35:00,NW,-114.1599746,51.08124954,Pedestrian incident - EMS dispatched
3 Street at 7 Avenue SW,2022-05-31 15:56:00,NE,-114.0703448,51.0467005,Pedestrian incident - EMS dispatched
3 Street b/w 7 Avenue and 8 Avenue SW,2022-05-31 15:56:00,NE,-114.0703659,51.04619418,Pedestrian incident - EMS dispatched
New Brighton Drive and New Brighton Way SE,2022-05-30 15:30:00,SE,-113.944695,50.91660828,Pedestrian incident - EMS dispatched
Maryvale Drive and Marlborough Wy NE,2022-05-26 14:48:00,NE,-113.9769313,51.0562253,Pedestrian incident - EMS on site
Saddlemont Boulevard and Saddltowne Circle NE,2022-05-24 16:02:00,NE,-113.9449446,51.12614106,Pedestrian incident - EMS on site
Shawinigan Drive and Shawnessy Boulevard SW,2022-05-24 08:45:00,SW,-114.089464,50.91370241,Pedestrian incident - EMS on site
68 Street and Applewood Drive SE,2022-05-24 08:00:00,NE,-113.9352317,51.04562684,Pedestrian incident - EMS on site
Nose Hill Drive and Silver Creek Drive NW,2022-05-22 23:29:00,NW,-114.2102265,51.11249681,Pedestrian incident - EMS on site
33 Street and 32 Avenue NW,2022-05-20 17:12:00,NW,-114.1341685,51.08142368,Pedestrian incident - EMS dispatched
12 Avenue and 5 Street SW,2022-05-15 02:56:00,SW,-114.0741466,51.04173375,Pedestrian incident - EMS on site
Shawinigan Drive north of 162 Avenue SW,2022-05-11 11:45:00,SW,-114.0762842,50.90330123,Pedestrian incident - EMS on site
Northbound 52 Street at 44 Avenue NE,2022-05-09 11:58:00,NE,-113.958159,51.09146237,Pedestrian incident - EMS on site
Northbound 52 Street at 44 Avenue NE,2022-05-09 11:58:00,NE,-113.9582279,51.09146859,Pedestrian incident - EMS on site
Canford Cr and Canterbury Drive SW,2022-05-07 22:39:00,SW,-114.0816503,50.94786351,Pedestrian incident - EMS on site
Eastbound Memorial Drive and 36 Street NE,2022-05-07 18:42:00,NE,-113.9829193,51.05213682,Pedestrian incident - EMS on site
77 Street and 41 Avenue NW,2022-05-06 16:34:00,NW,-114.1993184,51.08972551,Pedestrian incident - EMS dispatched
11 Avenue and 11 Street SW,2022-05-06 13:19:00,SW,-114.0888426,51.04309704,Pedestrian incident - EMS on site
7 Avenue and Centre Street S,2022-05-01 14:10:00,NE,-114.062922,51.04648925,Pedestrian incident - EMS on site
4155 128 Avenue SE,2022-04-28 16:14:00,SE,-113.9694901,50.9341311,Pedestrian incident - EMS dispatched
90 Avenue and Bonaventure Drive SE,2022-04-27 10:37:00,SE,-114.0687207,50.97224965,Pedestrian incident - EMS on site
75 Avenue and 4A Street SW,2022-04-26 18:35:00,SW,-114.0746513,50.98599695,Pedestrian incident - EMS dispatched
75 Avenue b/w 5 Street and 4A Street SW,2022-04-26 18:35:00,SW,-114.0746542,50.98602455,Pedestrian incident - EMS dispatched
6 Street and 9 Avenue SE,2022-04-23 21:22:00,SE,-114.0483437,51.04404468,Pedestrian incident - EMS on site
24 Street and Everridge Drive SW,2022-04-20 19:46:00,SW,-114.1171836,50.91088741,Pedestrian incident - EMS dispatched
Madigan Drive and 52 Street NE,2022-04-12 15:26:00,NE,-113.958501,51.06218695,Pedestrian incident - EMS on site
Heritage Drive and Fairview Drive SE,2022-04-11 15:52:00,SE,-114.063759,50.97956696,Pedestrian incident - EMS on site
Dalhousie Drive and Dalton Drive NW,2022-04-10 22:00:00,NW,-114.1547819,51.10477952,Pedestrian incident - EMS dispatched
15 Street and 17 Avenue SW,2022-04-08 19:09:00,SW,-114.0975958,51.03783034,Pedestrian incident - EMS on site
4 Street and 8 Avenue SW,2022-04-08 09:35:00,NW,-114.0715165,51.04578868,Pedestrian incident - EMS on site
19 Street and 9 Avenue SE,2022-04-05 14:36:00,SE,-114.0199513,51.03541833,Pedestrian incident - EMS on site
12 Avenue and 1 Street SW,2022-04-05 09:57:00,SE,-114.0657823,51.04149513,Pedestrian incident - EMS on site
3 Avenue and 5 Street SW,2022-04-04 17:01:00,NW,-114.0735185,51.05057824,Pedestrian incident - EMS on site
15 Avenue and 8 Street SW,2022-04-04 12:44:00,SW,-114.0817235,51.03910144,Pedestrian incident - EMS dispatched
36 Street and Radcliffe Drive SE,2022-04-01 21:12:00,NE,-113.9811582,51.04811149,Pedestrian incident - EMS on site
17 Avenue and 12 Street SW,2022-03-30 22:28:00,SW,-114.0916889,51.03782209,Pedestrian incident - EMS on site
38 Street and 17 Avenue SE,2022-03-29 21:14:00,SE,-113.9786794,51.03802188,Pedestrian incident - EMS on site
27 Street and 11 Avenue SE,2022-03-29 07:15:00,SE,-113.995531,51.04286795,Pedestrian incident - EMS dispatched
Saddlebrook Drive and Saddlebrook Link NE,2022-03-28 23:05:00,NE,-113.93096,51.13393023,Pedestrian incident - EMS on site
Northbound Macleod Trail and 4 Avenue SE,2022-03-27 21:58:00,NE,-114.0578415,51.04919005,Pedestrian incident - EMS on site
62 Street and Bowwood Drive NW,2022-03-26 03:36:00,NW,-114.1789967,51.08412653,Pedestrian incident - EMS dispatched
55 Avenue and 2 Street SW,2022-03-26 02:14:00,SE,-114.0686037,51.00406137,Pedestrian incident - EMS dispatched
12 Avenue and 1 Street SW,2022-03-25 23:03:00,SE,-114.0658427,51.04149429,Pedestrian incident - EMS dispatched
Sunridge Wy and 29 Street NE,2022-03-24 16:59:00,NE,-113.9918292,51.06919261,Pedestrian incident - EMS on site
39 Avenue at Burnsland Road SE,2022-03-24 11:10:00,SE,-114.0614032,51.01824946,Pedestrian incident - EMS dispatched
4818 Westwinds Drive NE,2022-03-22 15:49:00,NE,-113.9657208,51.10012969,Pedestrian incident - EMS on site
Southbound 10 Street at 19 Avenue NW,2022-03-18 17:12:00,NW,-114.0848782,51.06964411,Pedestrian incident - EMS on site
10 Avenue and 4 Street SW,2022-03-18 09:20:00,SW,-114.071512,51.04355743,Pedestrian incident - EMS on site
Goddard Avenue east of 4 Street NE,2022-03-16 08:17:00,NE,-114.052251,51.09745823,Pedestrian incident - EMS on site
Richmond Road and 33 Street SW,2022-03-15 16:58:00,SW,-114.1354798,51.02414449,Pedestrian incident - EMS dispatched
16 Avenue and Home Road NW,2022-03-04 19:24:00,NW,-114.1648051,51.07312847,Pedestrian incident - EMS on site
1 Street and 15 Avenue SE,2022-03-02 23:18:00,SE,-114.0609662,51.03857437,Pedestrian incident - EMS dispatched
Falconridge Boulevard at Castleridge Boulevard NE,2022-02-28 22:33:00,NE,-113.958381,51.09982912,Pedestrian incident - EMS dispatched
Falconridge Boulevard at Castleridge Boulevard NE,2022-02-28 22:33:00,NE,-113.958419,51.09971874,Pedestrian incident - EMS on site
62 Avenue and Centre Street S,2022-02-27 11:02:00,SE,-114.0638197,50.99651247,Pedestrian incident - EMS dispatched
Eastbound Memorial Drive and 10A Street NW,2022-02-21 16:30:00,NW,-114.0872515,51.05168532,Pedestrian incident - EMS on site
Eastbound Memorial Drive and 10A Street NW,2022-02-21 16:30:00,NW,-114.0871036,51.05161576,Pedestrian incident - EMS on site
1 Street and 7 Avenue SE,2022-02-21 12:48:00,NE,-114.0605032,51.04640854,Pedestrian incident - EMS on site
6500 Macleod Trail SW,2022-02-19 15:17:00,SE,-114.0704277,50.99609262,Pedestrian incident - EMS on site
1 Street and 4 Avenue SE,2022-02-18 21:51:00,NE,-114.0603002,51.04925982,Pedestrian incident - EMS on site
11 Avenue and 9 Street SW,2022-02-18 15:54:00,SW,-114.0839233,51.04295783,Pedestrian incident - EMS dispatched
Macleod Trail and 90 Avenue SE,2022-02-17 04:09:00,SW,-114.0717,50.9722511,Pedestrian incident - EMS on site
4 Avenue at Edmonton Trail NE,2022-02-16 11:08:00,NE,-114.0523943,51.05564067,Pedestrian incident - EMS dispatched
4 Avenue and 4 Street SW,2022-02-14 21:14:00,NW,-114.0715118,51.0495925,Pedestrian incident - EMS on site
13 Avenue and 10 Street SW,2022-02-12 23:54:00,SW,-114.0865093,51.0411366,Pedestrian incident - EMS dispatched
Edmonton Trail and 1 Avenue NE,2022-02-12 00:02:00,NE,-114.0502832,51.05326868,Pedestrian incident - EMS dispatched
10 Avenue and 9 Street SW,2022-02-11 23:42:00,SW,-114.0838496,51.04390675,Pedestrian incident - EMS dispatched
5587 4 Avenue NE,2022-02-10 15:42:00,NE,-113.9527351,51.05698907,Pedestrian incident - EMS on site
9 Avenue and 13 Street SE,2022-02-10 14:18:00,SE,-114.0316602,51.04021007,Pedestrian incident - EMS on site
14 Street and 17 Avenue SW,2022-02-09 15:40:00,SW,-114.09471,51.03782418,Pedestrian incident - EMS on site
15 Avenue at 1 Street SE,2022-02-09 06:14:00,SE,-114.0605295,51.03849674,Pedestrian incident - EMS dispatched
10 Avenue and 17 Street SW,2022-02-06 18:18:00,SW,-114.1016376,51.04439957,Pedestrian incident - EMS dispatched
Westbound 16 Avenue at 19 Street NW,2022-02-05 21:59:00,NW,-114.1060259,51.06703619,Pedestrian incident - EMS on site
Northbound 52 Street at 4 Avenue NE,2022-02-04 18:19:00,NE,-113.9564308,51.05523733,Pedestrian incident - EMS on site
16 Avenue and 37 Street SW,2022-01-30 18:35:00,SW,-114.1411226,51.03898611,Pedestrian incident - EMS on site
14 Street and 21 Avenue SW,2022-01-30 11:45:00,SW,-114.0946932,51.03498253,Pedestrian incident - EMS on site
Falconridge Boulevard and Mcknight Boulevard NE,2022-01-29 20:00:00,NE,-113.9584596,51.09959703,Pedestrian incident - EMS on site
32 Avenue and 36 Avenue NE,2022-01-25 14:08:00,NE,-114.0464348,51.08496776,Pedestrian incident - EMS dispatched
Eastbound Bow Trail at 37 Street SW,2022-01-25 08:35:00,NW,-114.1411308,51.04517194,Pedestrian incident - EMS on site
64 Avenue and Castleridge Boulevard NE,2022-01-25 06:45:00,NE,-113.9654037,51.11056054,Pedestrian incident - EMS on site
Macleod Trail and 9 Avenue SE,2022-01-24 14:40:00,SE,-114.0581785,51.04447099,Pedestrian incident - EMS on site
12 Avenue and 1 Street SE,2022-01-22 14:46:00,SE,-114.0584045,51.04128662,Pedestrian incident - EMS on site
Eastbound 162 Avenue and James McKevitt Road SW,2022-01-20 14:29:00,SW,-114.0995345,50.90533739,Pedestrian incident - EMS on site
Westbound Memorial Drive and Barlow Trail  SE,2022-01-19 18:21:00,NE,-114.0026634,51.04562795,Pedestrian incident - EMS on site
Eastbound 16 Avenue and 19 Street NW,2022-01-17 15:18:00,NW,-114.1063502,51.06690536,Pedestrian incident - EMS on site
45 Street and Auburn Bay Street SE,2022-01-13 08:49:00,SE,-113.9492108,50.88389111,Pedestrian incident - EMS on site
Sherwood Drive and Symons Valley Py NW,2022-01-12 18:36:00,NW,-114.1601292,51.16793783,Pedestrian incident - EMS on site
2 Street and 14 Avenue SW,2021-12-26 21:18:00,SE,-114.0683008,51.03963605,Pedestrian incident - EMS dispatched
7 Avenue and Macleod Trail SE,2021-12-26 14:48:00,NE,-114.0580442,51.04634587,Pedestrian incident - EMS dispatched
Southbound Macleod Trail and 99 Avenue SE,2021-12-24 06:20:00,SW,-114.0717739,50.9609864,Pedestrian incident - EMS on site
60 Street and 88 Avenue NE,2021-12-22 22:59:00,NE,-113.9473003,51.13260225,Pedestrian incident - EMS on site
9 Avenue and Macleod Trail SE,2021-12-22 09:30:00,SE,-114.0581785,51.04447099,Pedestrian incident - EMS on site
52 Street at 28 Avenue SE,2021-12-21 18:57:00,SE,-113.9583848,51.02813012,Pedestrian incident - EMS on site
Westbound 162 Avenue at Shawville Ri SE,2021-12-20 14:07:00,SE,-114.0699587,50.90333873,Pedestrian incident - EMS on site
120 Avenue and Canterbury Drive SW,2021-12-16 22:58:00,SW,-114.0755997,50.94509537,Pedestrian incident - EMS on site
Westbound 4 Avenue and 6 Street SW,2021-12-16 12:02:00,NW,-114.076051,51.04971127,Pedestrian incident - EMS on site
Southland Drive and Fairmount Drive SE,2021-12-12 15:23:00,SE,-114.0586757,50.96399381,Pedestrian incident - EMS on site
11 Avenue and 11 Street SW,2021-12-11 18:02:00,SW,-114.0888426,51.04309704,Pedestrian incident - EMS on site
13 Avenue and 12 Street SW,2021-12-10 15:42:00,SW,-114.0914459,51.04127596,Pedestrian incident - EMS on site
Country Hills Boulevard east of 112 Avenue NW,2021-12-07 21:06:00,NW,-114.2156966,51.15215261,Pedestrian incident - EMS on site
Northbound Country Hills Boulevard north of 112 Avenue NW,2021-12-07 21:06:00,NW,-114.215997,51.15264837,Pedestrian incident - EMS on site
45 Street and 17 Avenue SE,2021-12-07 14:35:00,SE,-113.9685991,51.03774003,Pedestrian incident - EMS on site
Southbound 52 Street and Temple Drive NE,2021-12-04 15:56:00,NE,-113.9585004,51.08588782,Pedestrian incident - EMS on site
19 Street and Southland Drive SW,2021-12-02 09:27:00,SW,-114.1063596,50.96109263,Pedestrian incident - EMS on site
Panorama Hills Drive and Panamount Boulevard NW,2021-12-02 07:46:00,NW,-114.0848974,51.15686858,Pedestrian incident - EMS on site
Country Hills Boulevard and Skyview Circle NE,2021-12-01 14:57:00,NE,-113.952598,51.15418797,Pedestrian incident - EMS on site
Evanston View and Evansbrooke Link NW,2021-12-01 14:46:00,NW,-114.1201939,51.16471887,Pedestrian incident - EMS on site
Kensington Road and 10 Street NW,2021-12-01 07:30:00,NW,-114.0858796,51.05250045,Pedestrian incident - EMS on site
Northbound Macleod Trail and 17 Avenue SE,2021-11-28 23:36:00,SE,-114.0586592,51.037833,Pedestrian incident - EMS dispatched
1 Street and 5 Avenue SE,2021-11-27 17:12:00,NE,-114.060367,51.04831937,Pedestrian incident - EMS on site
75 Avenue and 44 Street SE,2021-11-25 06:11:00,SE,-113.9701128,50.98733983,Pedestrian incident - EMS dispatched
14 Street and 11 Avenue SW,2021-11-24 19:07:00,SW,-114.0947557,51.04326518,Pedestrian incident - EMS on site
2 Street and 22 Avenue SW,2021-11-24 14:55:00,SE,-114.070141,51.03385806,Pedestrian incident - EMS on site
Southbound Nose Hill Drive at Scenic Acres Boulevard NW,2021-11-24 14:04:00,NW,-114.2053814,51.11763095,Pedestrian incident - EMS on site
26 Avenue and 32 Street NE,2021-11-22 15:51:00,NE,-113.9886504,51.0778646,Pedestrian incident - EMS dispatched
17 Avenue and 1 Street SE,2021-11-21 23:05:00,SE,-114.0611214,51.03783263,Pedestrian incident - EMS on site
Westbound 16 Avenue and 44 Street NW,2021-11-19 18:31:00,NW,-114.1595505,51.06908383,Pedestrian incident - EMS on site
1 Street and 14 Avenue SE,2021-11-19 16:17:00,SE,-114.0610022,51.03947314,Pedestrian incident - EMS on site
20 Avenue and 32 Street NE,2021-11-19 15:13:00,NE,-113.9886863,51.0706947,Pedestrian incident - EMS on site
Crowfoot Circle at Crowfoot Parade NW,2021-11-18 06:45:00,NW,-114.2077469,51.12448595,Pedestrian incident - EMS on site
20 Avenue and 19 Street NW,2021-11-17 14:26:00,NW,-114.1062961,51.07054633,Pedestrian incident - EMS on site
17 Avenue and 18A Street SW,2021-11-16 01:16:00,SW,-114.1055703,51.03783159,Pedestrian incident - EMS on site
Bonaventure Drive and 84 Avenue SE,2021-11-13 19:21:00,SE,-114.0685423,50.97775711,Pedestrian incident - EMS on site
85 Street and Wentworth Drive SW,2021-11-13 14:39:00,NW,-114.2113796,51.05699539,Pedestrian incident - EMS on site
Eastbound 9 Avenue at 7 Street SE,2021-11-10 20:52:00,SE,-114.0436198,51.04383187,Pedestrian incident - EMS on site
53 Avenue at 11 Street NE,2021-11-10 18:43:00,NE,-114.0383689,51.10010513,Pedestrian incident - EMS on site
Martindale Boulevard and Martin Crossing Drive NE,2021-11-10 08:02:00,NE,-113.9675758,51.11731579,Pedestrian incident - EMS on site
Eastbound 17 Avenue and 52 Street SE,2021-11-06 20:41:00,SE,-113.9571946,51.03775034,Pedestrian incident - EMS on site
48 Street and 26 Avenue NE,2021-11-06 08:32:00,NE,-113.9645819,51.07686607,Pedestrian incident - EMS on site
24 Street and 17 Avenue SW,2021-11-05 09:55:00,SW,-114.1179069,51.03781099,Pedestrian incident - EMS on site
Whitewood Road and 44 Avenue NE,2021-11-03 11:57:00,NE,-113.9647902,51.09200798,Pedestrian incident - EMS on site
Eastbound 16 Avenue and Home Road NW,2021-11-02 08:49:00,NW,-114.1638941,51.07227771,Pedestrian incident - EMS on site
34 Highfield Ci SE,2021-11-01 14:14:00,SE,-114.0446202,51.01341518,Pedestrian incident - EMS on site
Covecreek Gate and Coventry Hills Wy NE,2021-11-01 07:32:00,NE,-114.0510707,51.17052592,Pedestrian incident - EMS on site
Woodview Drive and 24 Street SW,2021-10-30 14:20:00,SW,-114.1184862,50.94129809,Pedestrian incident - EMS on site
9 Avenue and 1 Street SW,2021-10-30 13:54:00,SE,-114.0655699,51.04468049,Pedestrian incident - EMS on site
Southbound 1 Street and 18 Avenue SE,2021-10-29 18:48:00,SE,-114.0611858,51.03693623,Pedestrian incident - EMS on site
Beddington Drive and Beddington Boulevard NE,2021-10-29 14:15:00,NE,-114.0628429,51.12512634,Pedestrian incident - EMS on site
Northbound 14 Street and 10 Avenue SW,2021-10-29 14:14:00,SW,-114.0947614,51.04420982,Pedestrian incident - EMS on site
Westbound Memorial Drive and 36 Street NE,2021-10-28 19:25:00,NE,-113.9829193,51.05213682,Pedestrian incident - EMS on site
Hawkwood Drive and John Laurie Boulevard NW,2021-10-27 19:40:00,NW,-114.1890085,51.12546991,Pedestrian incident - EMS on site
128 Avenue and Redstone Street NE,2021-10-25 18:25:00,NE,-113.9620939,51.16543278,Pedestrian incident - EMS on site
Northmount Drive and Connaught Drive NW,2021-10-23 18:47:00,NW,-114.0911999,51.08411013,Pedestrian incident - EMS dispatched
Southbound Barlow Trail and 16 Avenue NE,2021-10-23 06:35:00,NE,-114.002576,51.06923458,Pedestrian incident - EMS on site
Sherview Drive and Sherwood Boulevard NW,2021-10-21 17:30:00,NW,-114.1604682,51.16538145,Pedestrian incident - EMS on site
8 Avenue and 2 Street SW,2021-10-20 23:03:00,NE,-114.0690334,51.04579574,Pedestrian incident - EMS on site
Southbound Shaganappi Trail south of Country Hills Boulevard NW,2021-10-20 16:26:00,NW,-114.1213376,51.13873117,Pedestrian incident - EMS on site
12350 Coventry Hills Wy NE,2021-10-20 08:57:00,NE,-114.0514341,51.16516008,Pedestrian incident - EMS on site
Martin Crossing Pa and Martindale Boulevard NE,2021-10-20 08:21:00,NE,-113.9677512,51.11506843,Pedestrian incident - EMS on site
Crowchild Trail and 24 Avenue NW,2021-10-16 23:51:00,NW,-114.1184359,51.07427725,Pedestrian incident - EMS on site
Maranda Cl and Margate Cl NE,2021-10-16 18:47:00,NE,-113.9750348,51.06267332,Pedestrian incident - EMS on site
Penbrooke Drive and Memorial Drive E,2021-10-12 17:36:00,NE,-113.9418384,51.05206795,Pedestrian incident - EMS dispatched
Beddington Boulevard and Bermuda Drive NW,2021-10-08 20:03:00,NW,-114.0868406,51.13180851,Pedestrian incident - EMS on site
Mcknight Boulevard and Edmonton Trail NE,2021-10-08 09:59:00,NE,-114.0538729,51.09635465,Pedestrian incident - EMS on site
Centre Avenue and 19 Street E,2021-10-07 06:43:00,NE,-114.0083476,51.05244396,Pedestrian incident - EMS dispatched
Dover Ridge Drive and 36 Street SE,2021-10-06 19:16:00,SE,-113.9817102,51.02111581,Pedestrian incident - EMS dispatched
Bowness Road and 46 Street NW,2021-10-06 09:41:00,NW,-114.1605353,51.07264034,Pedestrian incident - EMS dispatched
10 Avenue and 4 Street SW,2021-10-04 08:39:00,SW,-114.071512,51.04355743,Pedestrian incident - EMS dispatched
Richmond Road and 20 Avenue SW,2021-10-03 19:28:00,SW,-114.111198,51.03526906,Pedestrian incident - EMS dispatched
50 Avenue at Macleod Trail SW,2021-10-01 05:50:00,SE,-114.0678977,51.00871868,Pedestrian incident - EMS on site
128 Avenue and Shaganappi Trail NW,2021-09-30 21:40:00,NW,-114.1518312,51.16802719,Pedestrian incident - EMS on site
Charleswood Drive at John Laurie Boulevard NW,2021-09-29 18:06:00,NW,-114.1176943,51.0961239,Pedestrian incident - EMS dispatched
